id,FalseSent,OptionA,OptionB,OptionC
sentence_1983,The babies first word was diplodocus,diplodocus is far too complex a word for a baby,babies are a lot smaller than a diplodocus,a diplodocus can't talk
sentence_1984,She goes to the bar to find a quiet place to read,Bars are usually very noisy to have a good reading,You can read the menu of this bar online,"Despite of the bar, this area is not very noisy"
sentence_1985,The countries have many world within it.,The spelling in country is more than the spelling of world,People of the country hates the world,Countries cannot have world within it
sentence_1986,They drove in the car together across the ocean.,There are no gas stations in the middle of the ocean.,A car will surely sink in the water.,Only cars painted blue can handle excessive water.
sentence_1987,he posted the bike in the post box,post box is normally red in color and bike is mostly black,bike is too big to fit into a post box,the post box is far from his home to carry the bike
sentence_1988,She rode a pine tree to school because her car did not work,A pine tree is too expensive for a student,A pine tree is too small for a student to ride,A pine tree is not a means of transportation
sentence_1989,lions are herbivorous animals,lions hunt herbivorous animals,lions are carnivorous animals,lions can eat other animals
sentence_1990,If I drop a baseball from 15 feet in the air it onto concrete it will break.,A baseball is typically white and red while concrete is usually grey.,A baseball has more than 15 stitches and concrete has less than 15 stitches.,A baseball is designed to absorb more impact than would be incurred from a 15 foot drop onto concrete.
sentence_1991,Religion is not controversial,"There are many different religions and ideologies, disagreements have caused a lot of conflict in history.",Someone's religion should be respected,There are actually over 100 different religions in the world
sentence_1992,I was visited by an dolphin today and we had dinner together.,A dolphin can't live outside the ocean.,"Dolphins are mammals, not fish.",A dolphin can swim at 60 kilometers per hour.
sentence_1993,battery is a motor vechile,battery uses in mobile,a battery give energy to vechile,battery require charging
sentence_1994,The computer has a heart to power it.,Computers are very useful.,Computers do not have a heart.,A heart pumps blood.
sentence_1995,his bike tire was square,bike has two tires and square has four sides,bike manufacturer does not like square shape,tire cannot be square in shape
sentence_1996,the kid started crying to get tablets,tablets are too big for kids mouth,tablets are sold in fewer shops and there are many kids,no kid likes tablets
sentence_1997,Running is a form of swimming.,Swimming and running are two different activities.,Running is usually on land and swimming is in water.,Water cannot be ran in.
sentence_1998,The friends liked to eat doorknobs.,Doorknobs can be used to access a pantry with food in it.,Doorknobs cannot be eaten by people.,Food can be smeared on a doorknob by a person.
sentence_1999,Parrot is a beautiful tree,We can see many Parrots in forest,There are different kind of Parrots around the world,"There is no tree named parrot, Its name of a common bird people are aware of"
sentence_2000,Many people enjoy eating marmalade for dinner.,Marmalade is not something usually eaten for dinner.,Many people don't enjoy marmalade.,Marmalade doesn't go well with a chicken dinner.
sentence_2001,Money does grow on trees,Trees are used to build furniture,Only fruits and leaves grow on trees,Money is essential to live
sentence_2002,The filing cabinet under the window contains apartment complexes.,The filing cabinet is not outside.,Apartment complexes are too large to fit in a filing cabinet.,Apartment complexes are expensive and filing cabinets are not.
sentence_2003,He flew an airplane underground,It is dark underground and airplanes have wings,There is not enough room underground to fly an airplane,A city cannot fly an airplane
sentence_2004,The belly liked the scales of the dragon.,The dragon's belly was round.,The dragon's belly was red.,The belly of the dragon was smooth.
sentence_2005,A toy needed batteries so I connected it to an outlet.,It is not possible to connet an item to an outlet without a plug.,Both batteries and a wall outlet can provide power to an object.,Some toys can be charged using a wall outlet.
sentence_2006,he poured petrol for plants,plant is mostly green and petrol is in yellow color,plants cannot grow with petrol,Petrol is getting costlier day by day and there are many plants in his garden
sentence_2007,The girl rode a guinea pig around her property.,Guinea pigs aren't very popular pets.,Guinea pigs eat fruits and vegetables.,Guinea pigs are too small to ride.
sentence_2008,He put on his clothes for his bath.,You put on clothes when cold.,Putting on clothes is easy.,People typically bathe naked.
sentence_2009,You go see a movie if you get sick.,Some movies are about car chases.,A movie cannot give you medicine to feel better.,A movie can have many different actors.
sentence_2010,I didn't eat the turkey in thanksgiving because I don't like pork,There is no difference between pork and turkey meat,Pork and Turkey are not the same kind of meat,You can't eat pork during thanksgiving
sentence_2011,A machine can feel,Machines cannot feel emotions,I can feel a machine,Machine and feel start with 2 different letters
sentence_2012,The man put the car in the oven.,A car has windshield wipers but an oven does not.,A car cannot fit in an oven.,A car can have a tint on the windows but an oven does not.
sentence_2013,he cleaned his house with washing machine,washing  machine has one door while house has many doors,washing machine is mostly in gray color while house can be in any color,washing machine is to clean and wash dresses
sentence_2014,I like to paint computer games,Paint and Computer don't start with the same letter,You cannot paint computer games,Paint doesn't stick to computers
sentence_2015,he opened his room door with spoon,spoon is made of steel while door is made of wood,spoon is a kitchen utensil and cannot open the door.,Spoon is mostly in gray color while door is painted in different colors
sentence_2016,You get milk for your use from a dog,Sometimes puppies don't get enough dog's milk,Usually people don't drink dog's milk,Puppies cry when they want mother dog's milk
sentence_2017,he took bath with a toothpaste,toothpaste is mostly white while body is not pure white,toothpaste is too small to cover the body,toothpaste is for teeth and no one takes bath with it
sentence_2018,John ate a car,Cars have wheels while humans never have wheels,A person cannot eat a car,A car is too grey to be eaten by a human
sentence_2019,He brushed his teeth with his comb.,"Toothbrushes are for brushing your teeth, while combs are for brushing your hair.",Combs can fit into your mouth.,Both toothbrushes and combs are stored in the bathroom.
sentence_2020,he poured petrol to set the fire off,petrol is mostly colorless while fire is in yellow color,petrol makes the fire to grow,petrol is too costly to afford nowadays
sentence_2021,Tigers make great pets for small children.,Tigers can be dangerous to humans.,Tigers are cats but not dogs.,Dogs can't live in California.
sentence_2022,"If I have no money, I would lent it to you",Banks lent money to people,Poor people lent money from rich,He cannot lent money he doesn't have
